Department,JobTitle,Salary,Qualification,Company,City,Experience
Healthcare,Pharmacist,351927,Doctor of Pharmacy (Pharm.D.),Manipal Hospitals,Hyderabad,14
Healthcare,Pharmacist,281624,Pharmacy License,Apollo Hospitals,Chennai,6
Healthcare,Registered Nurse,1441047,Registered Nurse (RN) License,Columbia Asia Hospitals,Hyderabad,15
Healthcare,Healthcare Administrator,760031,Master of Health Administration (MHA),Columbia Asia Hospitals,Ahmedabad,10
Healthcare,Medical Sales Representative,799434,Bachelor's Degree in Life Sciences,Apollo Hospitals,Jaipur,20
Healthcare,Pharmacist,479099,Pharmacy License,Apollo Hospitals,Mumbai,15
Healthcare,Medical Laboratory Technician,540944,Associate Degree in Medical Laboratory Technology,Columbia Asia Hospitals,Jaipur,16
Healthcare,Healthcare Administrator,696926,Master of Health Administration (MHA),Fortis Healthcare,Jaipur,8
Healthcare,Registered Nurse,1333920,Registered Nurse (RN) License,Fortis Healthcare,Bangalore,2
Healthcare,Healthcare Administrator,836090,Healthcare Administration Certification,Max Healthcare,Chennai,7
Healthcare,Registered Nurse,1616728,Bachelor of Science in Nursing (BSN),Apollo Hospitals,Ahmedabad,17
Healthcare,Healthcare Administrator,775534,Master of Health Administration (MHA),Fortis Healthcare,Chennai,12
Healthcare,Healthcare Administrator,965001,Healthcare Administration Certification,Columbia Asia Hospitals,Ahmedabad,3
Healthcare,Medical Laboratory Technician,567891,Certification as a Medical Laboratory Technician,Columbia Asia Hospitals,Lucknow,8
Healthcare,Medical Laboratory Technician,512287,Certification as a Medical Laboratory Technician,Manipal Hospitals,Chennai,10
Healthcare,Medical Sales Representative,586227,Bachelor's Degree in Life Sciences,Fortis Healthcare,Chennai,17
Healthcare,Pharmacist,497347,Doctor of Pharmacy (Pharm.D.),Columbia Asia Hospitals,Jaipur,2
Healthcare,Healthcare Administrator,1008529,Master of Health Administration (MHA),Manipal Hospitals,Ahmedabad,19
Healthcare,Healthcare Administrator,853823,Healthcare Administration Certification,Columbia Asia Hospitals,Bangalore,18
Healthcare,Healthcare Administrator,880187,Healthcare Administration Certification,Columbia Asia Hospitals,Bangalore,13
Healthcare,Medical Sales Representative,609538,Bachelor's Degree in Life Sciences,Fortis Healthcare,Bangalore,4
Healthcare,Healthcare Administrator,657132,Healthcare Administration Certification,Manipal Hospitals,Hyderabad,10
Healthcare,Healthcare Administrator,1166881,Healthcare Administration Certification,Fortis Healthcare,Bangalore,4
Healthcare,Medical Laboratory Technician,405570,Certification as a Medical Laboratory Technician,Columbia Asia Hospitals,Bangalore,2
Healthcare,Healthcare Administrator,1156788,Master of Health Administration (MHA),Fortis Healthcare,Mumbai,2
Healthcare,Pharmacist,261436,Pharmacy License,Fortis Healthcare,Kolkata,15
Healthcare,Registered Nurse,1279223,Bachelor of Science in Nursing (BSN),Columbia Asia Hospitals,Jaipur,10
Healthcare,Pharmacist,282235,Doctor of Pharmacy (Pharm.D.),Columbia Asia Hospitals,Ahmedabad,5
Healthcare,Medical Laboratory Technician,532223,Associate Degree in Medical Laboratory Technology,Manipal Hospitals,Mumbai,4
Healthcare,Pharmacist,259186,Pharmacy License,Fortis Healthcare,Hyderabad,12
Healthcare,Medical Laboratory Technician,438935,Associate Degree in Medical Laboratory Technology,Fortis Healthcare,Bangalore,0
Healthcare,Registered Nurse,1061799,Registered Nurse (RN) License,Fortis Healthcare,Mumbai,8
Healthcare,Registered Nurse,1069622,Registered Nurse (RN) License,Fortis Healthcare,Ahmedabad,7
Healthcare,Healthcare Administrator,754906,Healthcare Administration Certification,Max Healthcare,Chennai,11
Healthcare,Registered Nurse,1363868,Registered Nurse (RN) License,Columbia Asia Hospitals,Jaipur,12
Healthcare,Pharmacist,415262,Doctor of Pharmacy (Pharm.D.),Apollo Hospitals,Hyderabad,2
Healthcare,Registered Nurse,1309363,Registered Nurse (RN) License,Manipal Hospitals,Kolkata,2
Healthcare,Healthcare Administrator,1165569,Healthcare Administration Certification,Columbia Asia Hospitals,Mumbai,16
Healthcare,Registered Nurse,1467093,Registered Nurse (RN) License,Apollo Hospitals,Chennai,19
Healthcare,Pharmacist,467681,Pharmacy License,Apollo Hospitals,Kolkata,14
Healthcare,Healthcare Administrator,772074,Master of Health Administration (MHA),Apollo Hospitals,Mumbai,10
Healthcare,Pharmacist,358742,Doctor of Pharmacy (Pharm.D.),Columbia Asia Hospitals,Lucknow,1
Healthcare,Registered Nurse,1312813,Registered Nurse (RN) License,Apollo Hospitals,Bangalore,12
Healthcare,Pharmacist,258930,Pharmacy License,Apollo Hospitals,Jaipur,10
Healthcare,Healthcare Administrator,734006,Healthcare Administration Certification,Apollo Hospitals,Bangalore,7
Healthcare,Medical Sales Representative,718208,Bachelor's Degree in Life Sciences,Manipal Hospitals,Hyderabad,1
Healthcare,Medical Laboratory Technician,467842,Associate Degree in Medical Laboratory Technology,Manipal Hospitals,Bangalore,8
Healthcare,Healthcare Administrator,1073310,Healthcare Administration Certification,Max Healthcare,Mumbai,10
Healthcare,Medical Sales Representative,708983,Bachelor's Degree in Life Sciences,Fortis Healthcare,Kolkata,6
Healthcare,Medical Sales Representative,545898,Bachelor's Degree in Life Sciences,Apollo Hospitals,Bangalore,19
Healthcare,Registered Nurse,1723082,Bachelor of Science in Nursing (BSN),Fortis Healthcare,Kolkata,16
Healthcare,Healthcare Administrator,815852,Healthcare Administration Certification,Columbia Asia Hospitals,Hyderabad,18
Healthcare,Medical Sales Representative,627602,Bachelor's Degree in Life Sciences,Max Healthcare,Delhi,19
Human Resources,HR Manager,726722,Senior Professional in Human Resources (SPHR),Ma Foi Randstad,Chennai,20
Human Resources,Training and Development Specialist,960515,Bachelor's Degree in Training and Development,TeamLease,Hyderabad,0
Human Resources,Training and Development Specialist,990018,Certified Professional in Learning and Performance (CPLP),PeopleStrong,Lucknow,17
Human Resources,HR Manager,1176555,Senior Professional in Human Resources (SPHR),PeopleStrong,Delhi,17
Human Resources,HR Manager,662775,Bachelor's Degree in Human Resources,PeopleStrong,Ahmedabad,20
Human Resources,Recruiter,779047,Certified Recruiter,PeopleStrong,Pune,7
Human Resources,HR Manager,1161904,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Hyderabad,13
Human Resources,Compensation Analyst,685123,Certified Compensation Professional (CCP),Ma Foi Randstad,Lucknow,4
Human Resources,Recruiter,983106,Certified Recruiter,TeamLease,Bangalore,20
Human Resources,Compensation Analyst,1032664,Certified Compensation Professional (CCP),PeopleStrong,Chennai,2
Human Resources,Compensation Analyst,1157538,Certified Compensation Professional (CCP),Ikya Human Capital Solutions,Jaipur,14
Human Resources,HR Manager,1018928,Bachelor's Degree in Human Resources,Ma Foi Randstad,Chennai,18
Human Resources,HR Manager,841101,Senior Professional in Human Resources (SPHR),Quess Corp,Ahmedabad,13
Human Resources,HR Manager,605127,Bachelor's Degree in Human Resources,PeopleStrong,Mumbai,18
Human Resources,Compensation Analyst,919040,Certified Compensation Professional (CCP),Ma Foi Randstad,Hyderabad,5
Human Resources,Compensation Analyst,634609,Certified Compensation Professional (CCP),PeopleStrong,Delhi,9
Human Resources,HR Manager,917578,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Lucknow,13
Human Resources,HR Manager,929702,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Bangalore,2
Human Resources,Training and Development Specialist,1007399,Bachelor's Degree in Training and Development,Ikya Human Capital Solutions,Ahmedabad,8
Human Resources,Training and Development Specialist,1005382,Certified Professional in Learning and Performance (CPLP),Ikya Human Capital Solutions,Kolkata,6
Human Resources,Training and Development Specialist,962713,Certified Professional in Learning and Performance (CPLP),PeopleStrong,Kolkata,13
Human Resources,Recruiter,683914,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Bangalore,0
Human Resources,Training and Development Specialist,1032699,Certified Professional in Learning and Performance (CPLP),Ikya Human Capital Solutions,Bangalore,6
Human Resources,Compensation Analyst,874303,Bachelor's Degree in Compensation and Benefits,PeopleStrong,Chennai,19
Human Resources,Recruiter,506842,Bachelor's Degree in Human Resources,Ma Foi Randstad,Lucknow,10
Human Resources,Compensation Analyst,1029708,Bachelor's Degree in Compensation and Benefits,Ma Foi Randstad,Kolkata,3
Human Resources,Compensation Analyst,773764,Bachelor's Degree in Compensation and Benefits,PeopleStrong,Chennai,11
Human Resources,Recruiter,600517,Bachelor's Degree in Human Resources,Ma Foi Randstad,Lucknow,13
Human Resources,Recruiter,808544,Certified Recruiter,Quess Corp,Pune,18
Human Resources,HR Manager,1188909,Senior Professional in Human Resources (SPHR),TeamLease,Lucknow,12
Human Resources,Compensation Analyst,789440,Bachelor's Degree in Compensation and Benefits,Quess Corp,Bangalore,0
Human Resources,Recruiter,548458,Certified Recruiter,PeopleStrong,Kolkata,7
Human Resources,Recruiter,576640,Certified Recruiter,PeopleStrong,Kolkata,20
Human Resources,Training and Development Specialist,1026680,Certified Professional in Learning and Performance (CPLP),Ma Foi Randstad,Ahmedabad,12
Human Resources,HR Manager,1098562,Bachelor's Degree in Human Resources,PeopleStrong,Delhi,17
Human Resources,Compensation Analyst,918371,Bachelor's Degree in Compensation and Benefits,Ma Foi Randstad,Lucknow,13
Human Resources,Recruiter,520199,Certified Recruiter,Ma Foi Randstad,Kolkata,7
Human Resources,Training and Development Specialist,581826,Bachelor's Degree in Training and Development,TeamLease,Mumbai,6
Human Resources,HR Manager,1118431,Senior Professional in Human Resources (SPHR),Quess Corp,Kolkata,15
Human Resources,Compensation Analyst,625986,Bachelor's Degree in Compensation and Benefits,Quess Corp,Delhi,15
Human Resources,Recruiter,610492,Bachelor's Degree in Human Resources,TeamLease,Delhi,13
Human Resources,Compensation Analyst,812322,Certified Compensation Professional (CCP),Quess Corp,Bangalore,17
Human Resources,Recruiter,755900,Certified Recruiter,Quess Corp,Kolkata,7
Human Resources,Training and Development Specialist,603809,Certified Professional in Learning and Performance (CPLP),PeopleStrong,Bangalore,17
Human Resources,Training and Development Specialist,1061400,Certified Professional in Learning and Performance (CPLP),Quess Corp,Ahmedabad,5
Human Resources,Recruiter,700395,Certified Recruiter,TeamLease,Bangalore,13
Human Resources,Recruiter,615800,Certified Recruiter,Ikya Human Capital Solutions,Hyderabad,3
Human Resources,Training and Development Specialist,885308,Certified Professional in Learning and Performance (CPLP),Ma Foi Randstad,Kolkata,2
Human Resources,Recruiter,598930,Certified Recruiter,Ma Foi Randstad,Kolkata,2
Human Resources,HR Manager,808061,Senior Professional in Human Resources (SPHR),Ma Foi Randstad,Delhi,11
Human Resources,HR Manager,1155096,Bachelor's Degree in Human Resources,Quess Corp,Mumbai,16
Human Resources,HR Manager,974469,Senior Professional in Human Resources (SPHR),PeopleStrong,Delhi,3
Human Resources,Training and Development Specialist,569487,Bachelor's Degree in Training and Development,Ikya Human Capital Solutions,Kolkata,13
Human Resources,Recruiter,799629,Bachelor's Degree in Human Resources,PeopleStrong,Jaipur,12
Human Resources,Recruiter,932571,Certified Recruiter,TeamLease,Hyderabad,1
Human Resources,HR Manager,814859,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Kolkata,4
Human Resources,Training and Development Specialist,1014806,Certified Professional in Learning and Performance (CPLP),Ikya Human Capital Solutions,Jaipur,4
Human Resources,Training and Development Specialist,1064641,Certified Professional in Learning and Performance (CPLP),Quess Corp,Ahmedabad,12
Human Resources,Compensation Analyst,954204,Bachelor's Degree in Compensation and Benefits,TeamLease,Jaipur,5
Human Resources,Recruiter,633570,Certified Recruiter,PeopleStrong,Mumbai,3
Human Resources,Recruiter,681916,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Lucknow,15
Human Resources,Recruiter,689133,Certified Recruiter,Ma Foi Randstad,Chennai,1
Human Resources,Recruiter,955521,Certified Recruiter,Ma Foi Randstad,Hyderabad,15
Human Resources,HR Manager,931612,Senior Professional in Human Resources (SPHR),Ma Foi Randstad,Chennai,14
Human Resources,Recruiter,788325,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Hyderabad,18
Human Resources,HR Manager,1004966,Bachelor's Degree in Human Resources,TeamLease,Chennai,11
Human Resources,Recruiter,895732,Bachelor's Degree in Human Resources,Ma Foi Randstad,Bangalore,5
Human Resources,Recruiter,699453,Bachelor's Degree in Human Resources,Ma Foi Randstad,Chennai,17
Human Resources,HR Manager,888422,Bachelor's Degree in Human Resources,PeopleStrong,Bangalore,4
Human Resources,Recruiter,626999,Certified Recruiter,Ma Foi Randstad,Chennai,0
Human Resources,Training and Development Specialist,1073810,Bachelor's Degree in Training and Development,TeamLease,Mumbai,7
Human Resources,Compensation Analyst,1027831,Certified Compensation Professional (CCP),PeopleStrong,Mumbai,10
Human Resources,Compensation Analyst,1128548,Certified Compensation Professional (CCP),TeamLease,Lucknow,10
Human Resources,Training and Development Specialist,847223,Bachelor's Degree in Training and Development,Quess Corp,Lucknow,6
Human Resources,HR Manager,852948,Bachelor's Degree in Human Resources,Ikya Human Capital Solutions,Ahmedabad,16
Human Resources,Training and Development Specialist,691169,Bachelor's Degree in Training and Development,PeopleStrong,Chennai,7
Human Resources,Training and Development Specialist,825271,Certified Professional in Learning and Performance (CPLP),Ma Foi Randstad,Chennai,16
Human Resources,Compensation Analyst,1039313,Bachelor's Degree in Compensation and Benefits,Ikya Human Capital Solutions,Mumbai,20
Human Resources,Recruiter,723546,Bachelor's Degree in Human Resources,PeopleStrong,Chennai,0
Human Resources,Recruiter,968784,Certified Recruiter,Quess Corp,Kolkata,2
Human Resources,Recruiter,757800,Certified Recruiter,Ikya Human Capital Solutions,Mumbai,1
Human Resources,Compensation Analyst,701335,Certified Compensation Professional (CCP),Ma Foi Randstad,Mumbai,3
Human Resources,HR Manager,606696,Bachelor's Degree in Human Resources,TeamLease,Jaipur,4
Human Resources,Recruiter,856184,Certified Recruiter,Ma Foi Randstad,Mumbai,6
Human Resources,Recruiter,715047,Certified Recruiter,Ma Foi Randstad,Chennai,4
Information Technology,Data Analyst,1777088,Bachelor's Degree in Data Science,HCL,Kolkata,9
Information Technology,Data Analyst,1068394,Data Analyst Certification,Infosys,Jaipur,1
Information Technology,Network Administrator,506570,Cisco Certified Network Associate (CCNA),HCL,Jaipur,17
Information Technology,Network Administrator,963273,Cisco Certified Network Associate (CCNA),Wipro,Bangalore,20
Information Technology,Data Analyst,1712870,Bachelor's Degree in Data Science,Wipro,Bangalore,0
Information Technology,Data Analyst,1096525,Data Analyst Certification,Infosys,Chennai,16
Information Technology,Data Analyst,1594188,Bachelor's Degree in Data Science,HCL,Kolkata,6
Information Technology,IT Consultant,860286,Bachelor's Degree in IT Management,Wipro,Chennai,15
Information Technology,IT Consultant,827093,Certified Information Systems Security Professional (CISSP),Wipro,Jaipur,7
Information Technology,Web Developer,770328,Diploma in Web Development,Infosys,Bangalore,12
Information Technology,Data Analyst,1167009,Bachelor's Degree in Data Science,Wipro,Lucknow,18
Information Technology,IT Consultant,1318741,Certified Information Systems Security Professional (CISSP),HCL,Lucknow,8
Information Technology,Network Administrator,863980,Cisco Certified Network Associate (CCNA),HCL,Kolkata,13
Information Technology,Software Engineer,875720,Ph.D.,Tech Mahindra,Mumbai,11
Information Technology,Software Engineer,1344452,Bachelor's Degree,Wipro,Mumbai,17
Information Technology,Network Administrator,630686,Cisco Certified Network Associate (CCNA),Tech Mahindra,Lucknow,19
Information Technology,Network Administrator,542643,Bachelor's Degree in Networking,TCS,Lucknow,18
Information Technology,Software Engineer,1498567,Bachelor's Degree,Infosys,Mumbai,7
Information Technology,IT Consultant,1151450,Certified Information Systems Security Professional (CISSP),Tech Mahindra,Delhi,9
Information Technology,Web Developer,553868,Bachelor's Degree,Tech Mahindra,Delhi,18
Information Technology,Web Developer,1061588,Diploma in Web Development,HCL,Lucknow,12
Information Technology,Software Engineer,1031048,Bachelor's Degree,TCS,Mumbai,6
Information Technology,Software Engineer,947811,Bachelor's Degree,Wipro,Chennai,3
Information Technology,IT Consultant,1389972,Bachelor's Degree in IT Management,Wipro,Hyderabad,18
Information Technology,Network Administrator,667562,Bachelor's Degree in Networking,HCL,Pune,15
Information Technology,Data Analyst,1000228,Bachelor's Degree in Data Science,TCS,Ahmedabad,18
Information Technology,Software Engineer,903363,Bachelor's Degree,HCL,Ahmedabad,1
Information Technology,IT Consultant,855141,Certified Information Systems Security Professional (CISSP),Wipro,Pune,15
Information Technology,Network Administrator,621452,Cisco Certified Network Associate (CCNA),TCS,Hyderabad,17
Information Technology,Web Developer,1015138,Diploma in Web Development,TCS,Bangalore,18
Information Technology,Data Analyst,1055849,Data Analyst Certification,Tech Mahindra,Hyderabad,13
Information Technology,Network Administrator,523934,Bachelor's Degree in Networking,Tech Mahindra,Hyderabad,5
Information Technology,Network Administrator,749693,Bachelor's Degree in Networking,Wipro,Delhi,16
Information Technology,Web Developer,1021153,Diploma in Web Development,HCL,Ahmedabad,0
Information Technology,Web Developer,815208,Diploma in Web Development,Tech Mahindra,Delhi,5
Information Technology,IT Consultant,907999,Certified Information Systems Security Professional (CISSP),TCS,Kolkata,12
Information Technology,Network Administrator,939750,Cisco Certified Network Associate (CCNA),Infosys,Delhi,16
Information Technology,IT Consultant,813174,Bachelor's Degree in IT Management,Wipro,Mumbai,2
Information Technology,Data Analyst,1380983,Data Analyst Certification,TCS,Kolkata,17
Information Technology,IT Consultant,1466105,Certified Information Systems Security Professional (CISSP),Infosys,Kolkata,18
Information Technology,Software Engineer,1027477,Bachelor's Degree,Wipro,Delhi,8
Information Technology,IT Consultant,893561,Certified Information Systems Security Professional (CISSP),Infosys,Pune,17
Information Technology,Data Analyst,1342300,Bachelor's Degree in Data Science,TCS,Lucknow,10
Information Technology,Web Developer,1016530,Bachelor's Degree,TCS,Delhi,7
Information Technology,Data Analyst,1797012,Data Analyst Certification,TCS,Ahmedabad,12
Information Technology,Software Engineer,1013795,Master's Degree,TCS,Kolkata,9
Information Technology,Software Engineer,1428970,Bachelor's Degree,HCL,Mumbai,17
Information Technology,IT Consultant,918847,Bachelor's Degree in IT Management,Wipro,Pune,17
Information Technology,Data Analyst,1769456,Data Analyst Certification,Infosys,Jaipur,2
Information Technology,Data Analyst,1560473,Bachelor's Degree in Data Science,TCS,Ahmedabad,15
Information Technology,IT Consultant,1183011,Certified Information Systems Security Professional (CISSP),Wipro,Bangalore,11
Information Technology,Web Developer,934648,Diploma in Web Development,TCS,Kolkata,4
Information Technology,Software Engineer,1155051,Ph.D.,HCL,Ahmedabad,13
Information Technology,Data Analyst,1776988,Bachelor's Degree in Data Science,Tech Mahindra,Pune,19
Information Technology,Data Analyst,1798589,Data Analyst Certification,Infosys,Bangalore,14
Information Technology,Network Administrator,664515,Bachelor's Degree in Networking,HCL,Pune,13
Information Technology,IT Consultant,979348,Bachelor's Degree in IT Management,TCS,Jaipur,10
Information Technology,Network Administrator,731869,Bachelor's Degree in Networking,Wipro,Kolkata,14
Information Technology,Web Developer,973648,Bachelor's Degree,HCL,Lucknow,3
Information Technology,Network Administrator,640152,Cisco Certified Network Associate (CCNA),Wipro,Ahmedabad,0
Information Technology,Network Administrator,597317,Cisco Certified Network Associate (CCNA),Tech Mahindra,Bangalore,7
Information Technology,Software Engineer,985100,Ph.D.,TCS,Chennai,17
Information Technology,IT Consultant,900199,Bachelor's Degree in IT Management,Tech Mahindra,Hyderabad,5
Information Technology,Data Analyst,1750776,Bachelor's Degree in Data Science,Wipro,Hyderabad,15
Information Technology,Web Developer,715832,Diploma in Web Development,Tech Mahindra,Lucknow,7
Information Technology,Network Administrator,501105,Cisco Certified Network Associate (CCNA),Wipro,Bangalore,12
Information Technology,IT Consultant,974232,Certified Information Systems Security Professional (CISSP),Infosys,Lucknow,20
Information Technology,Network Administrator,502120,Bachelor's Degree in Networking,HCL,Lucknow,4
Manufacturing and Engineering,Process Engineer,821703,Process Engineering Certification,Bharat Heavy Electricals Limited (BHEL),Ahmedabad,12
Manufacturing and Engineering,Production Manager,882293,Production Management Certification,Mahindra & Mahindra,Pune,13
Manufacturing and Engineering,Electrical Engineer,1344352,Bachelor's Degree in Electrical Engineering,Bharat Heavy Electricals Limited (BHEL),Delhi,8
Manufacturing and Engineering,Electrical Engineer,997746,Bachelor's Degree in Electrical Engineering,Maruti Suzuki,Bangalore,10
Manufacturing and Engineering,Mechanical Engineer,1139701,Professional Engineer (PE) License,Larsen & Toubro,Pune,16
Manufacturing and Engineering,Quality Control Engineer,1081825,Bachelor's Degree in Quality Control,Bharat Heavy Electricals Limited (BHEL),Bangalore,19
Manufacturing and Engineering,Quality Control Engineer,802373,Bachelor's Degree in Quality Control,Larsen & Toubro,Bangalore,4
Manufacturing and Engineering,Mechanical Engineer,1047254,Bachelor's Degree in Mechanical Engineering,Maruti Suzuki,Lucknow,12
Manufacturing and Engineering,Quality Control Engineer,844441,Quality Control Certification,Tata Steel,Chennai,16
Manufacturing and Engineering,Process Engineer,944993,Process Engineering Certification,Tata Steel,Lucknow,3
Manufacturing and Engineering,Quality Control Engineer,1005757,Bachelor's Degree in Quality Control,Bharat Heavy Electricals Limited (BHEL),Mumbai,5
Manufacturing and Engineering,Process Engineer,1298917,Bachelor's Degree in Chemical Engineering,Tata Steel,Jaipur,4
Manufacturing and Engineering,Mechanical Engineer,1352704,Bachelor's Degree in Mechanical Engineering,Mahindra & Mahindra,Ahmedabad,6
Manufacturing and Engineering,Electrical Engineer,877657,Professional Engineer (PE) License,Tata Steel,Lucknow,4
Manufacturing and Engineering,Process Engineer,851996,Bachelor's Degree in Chemical Engineering,Bharat Heavy Electricals Limited (BHEL),Kolkata,4
Manufacturing and Engineering,Electrical Engineer,914319,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Chennai,2
Manufacturing and Engineering,Production Manager,992156,Bachelor's Degree in Industrial Engineering,Maruti Suzuki,Bangalore,10
Manufacturing and Engineering,Quality Control Engineer,736304,Quality Control Certification,Mahindra & Mahindra,Delhi,19
Manufacturing and Engineering,Electrical Engineer,1169533,Bachelor's Degree in Electrical Engineering,Bharat Heavy Electricals Limited (BHEL),Chennai,6
Manufacturing and Engineering,Process Engineer,920567,Process Engineering Certification,Mahindra & Mahindra,Kolkata,8
Manufacturing and Engineering,Mechanical Engineer,1070785,Professional Engineer (PE) License,Larsen & Toubro,Pune,12
Manufacturing and Engineering,Quality Control Engineer,662302,Quality Control Certification,Mahindra & Mahindra,Kolkata,0
Manufacturing and Engineering,Production Manager,1138114,Bachelor's Degree in Industrial Engineering,Mahindra & Mahindra,Chennai,18
Manufacturing and Engineering,Electrical Engineer,1286217,Bachelor's Degree in Electrical Engineering,Mahindra & Mahindra,Ahmedabad,3
Manufacturing and Engineering,Mechanical Engineer,1399025,Professional Engineer (PE) License,Mahindra & Mahindra,Jaipur,16
Manufacturing and Engineering,Process Engineer,1185925,Bachelor's Degree in Chemical Engineering,Larsen & Toubro,Jaipur,8
Manufacturing and Engineering,Electrical Engineer,983783,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Hyderabad,11
Manufacturing and Engineering,Production Manager,1125042,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Hyderabad,6
Manufacturing and Engineering,Mechanical Engineer,764743,Bachelor's Degree in Mechanical Engineering,Tata Steel,Bangalore,13
Manufacturing and Engineering,Mechanical Engineer,1135180,Professional Engineer (PE) License,Mahindra & Mahindra,Hyderabad,5
Manufacturing and Engineering,Electrical Engineer,1056262,Professional Engineer (PE) License,Mahindra & Mahindra,Delhi,17
Manufacturing and Engineering,Process Engineer,1043501,Bachelor's Degree in Chemical Engineering,Mahindra & Mahindra,Pune,19
Manufacturing and Engineering,Production Manager,806409,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Lucknow,6
Manufacturing and Engineering,Process Engineer,1194973,Bachelor's Degree in Chemical Engineering,Mahindra & Mahindra,Bangalore,3
Manufacturing and Engineering,Electrical Engineer,994381,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Jaipur,16
Manufacturing and Engineering,Electrical Engineer,1139235,Professional Engineer (PE) License,Bharat Heavy Electricals Limited (BHEL),Jaipur,17
Manufacturing and Engineering,Process Engineer,1088557,Process Engineering Certification,Bharat Heavy Electricals Limited (BHEL),Ahmedabad,9
Manufacturing and Engineering,Process Engineer,1181002,Process Engineering Certification,Tata Steel,Chennai,6
Manufacturing and Engineering,Mechanical Engineer,1240101,Bachelor's Degree in Mechanical Engineering,Maruti Suzuki,Jaipur,19
Manufacturing and Engineering,Mechanical Engineer,1360412,Professional Engineer (PE) License,Maruti Suzuki,Kolkata,9
Manufacturing and Engineering,Process Engineer,1274572,Process Engineering Certification,Tata Steel,Ahmedabad,1
Manufacturing and Engineering,Mechanical Engineer,825038,Bachelor's Degree in Mechanical Engineering,Mahindra & Mahindra,Delhi,12
Manufacturing and Engineering,Mechanical Engineer,700769,Bachelor's Degree in Mechanical Engineering,Larsen & Toubro,Kolkata,14
Manufacturing and Engineering,Electrical Engineer,1192568,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Ahmedabad,17
Manufacturing and Engineering,Quality Control Engineer,772982,Quality Control Certification,Tata Steel,Bangalore,0
Manufacturing and Engineering,Production Manager,1192673,Bachelor's Degree in Industrial Engineering,Mahindra & Mahindra,Jaipur,3
Manufacturing and Engineering,Mechanical Engineer,878619,Professional Engineer (PE) License,Mahindra & Mahindra,Kolkata,18
Manufacturing and Engineering,Electrical Engineer,1068625,Professional Engineer (PE) License,Tata Steel,Bangalore,8
Manufacturing and Engineering,Mechanical Engineer,1014791,Bachelor's Degree in Mechanical Engineering,Maruti Suzuki,Delhi,4
Manufacturing and Engineering,Production Manager,1153050,Bachelor's Degree in Industrial Engineering,Tata Steel,Chennai,0
Manufacturing and Engineering,Production Manager,1192501,Production Management Certification,Mahindra & Mahindra,Mumbai,17
Manufacturing and Engineering,Quality Control Engineer,898958,Bachelor's Degree in Quality Control,Maruti Suzuki,Hyderabad,15
Manufacturing and Engineering,Electrical Engineer,1101569,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Hyderabad,8
Manufacturing and Engineering,Mechanical Engineer,1243330,Bachelor's Degree in Mechanical Engineering,Tata Steel,Ahmedabad,5
Manufacturing and Engineering,Electrical Engineer,1035020,Bachelor's Degree in Electrical Engineering,Larsen & Toubro,Lucknow,20
Manufacturing and Engineering,Production Manager,906172,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Delhi,1
Manufacturing and Engineering,Production Manager,1162320,Production Management Certification,Tata Steel,Hyderabad,0
Manufacturing and Engineering,Quality Control Engineer,1023499,Quality Control Certification,Mahindra & Mahindra,Jaipur,4
Manufacturing and Engineering,Production Manager,1064779,Production Management Certification,Mahindra & Mahindra,Chennai,0
Manufacturing and Engineering,Production Manager,1177543,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Chennai,9
Manufacturing and Engineering,Production Manager,671167,Production Management Certification,Maruti Suzuki,Mumbai,10
Manufacturing and Engineering,Production Manager,647923,Bachelor's Degree in Industrial Engineering,Larsen & Toubro,Kolkata,1
Manufacturing and Engineering,Mechanical Engineer,1087947,Professional Engineer (PE) License,Larsen & Toubro,Chennai,4
Manufacturing and Engineering,Production Manager,650873,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Hyderabad,19
Manufacturing and Engineering,Process Engineer,1025395,Bachelor's Degree in Chemical Engineering,Bharat Heavy Electricals Limited (BHEL),Lucknow,2
Manufacturing and Engineering,Mechanical Engineer,709588,Bachelor's Degree in Mechanical Engineering,Larsen & Toubro,Jaipur,13
Manufacturing and Engineering,Production Manager,739128,Bachelor's Degree in Industrial Engineering,Bharat Heavy Electricals Limited (BHEL),Ahmedabad,1
Manufacturing and Engineering,Quality Control Engineer,896296,Quality Control Certification,Maruti Suzuki,Mumbai,16
